Genus,RA,TAX_ID
Liquorilactobacillus,1.8163108471962737e-05,2767888
Leuconostoc,1.753679438672264e-05,1243
Ruthenibacterium,1.753679438672264e-05,1905344
Pseudocitrobacter,1.753679438672264e-05,1504576
Acetivibrio,1.753679438672264e-05,35829
Selenomonas,1.691048030148255e-05,970
Lactococcus,1.691048030148255e-05,1357
Virgibacillus,1.691048030148255e-05,84406
Adlercreutzia,1.691048030148255e-05,447020
Mycolicibacterium,1.691048030148255e-05,1866885
Microbacterium,1.6284166216242452e-05,33882
Bradyrhizobium,1.6284166216242452e-05,374
Mageeibacillus,1.6284166216242452e-05,1637257
Caproicibacterium,1.6284166216242452e-05,2834348
Jejubacter,1.5031538045762265e-05,2815296
Sphaerochaeta,1.5031538045762265e-05,399320
Nocardia,1.5031538045762265e-05,1817
Pediococcus,1.5031538045762265e-05,1253
Cytobacillus,1.440522396052217e-05,2675230
Acutalibacter,1.440522396052217e-05,1918385
Erwinia,1.440522396052217e-05,551
Serratia,1.3778909875282076e-05,613
Arthrobacter,1.3778909875282076e-05,1663
Planococcus,1.3778909875282076e-05,1372
Faecalibacillus,1.3778909875282076e-05,2678885
Allobaculum,1.3152595790041982e-05,174708
Companilactobacillus,1.3152595790041982e-05,2767879
Buttiauxella,1.3152595790041982e-05,82976
Peribacillus,1.3152595790041982e-05,2675229
Anoxybacillus,1.3152595790041982e-05,150247
Sphingomonas,1.3152595790041982e-05,13687
Fusobacterium,1.3152595790041982e-05,848
Petrocella,1.3152595790041982e-05,2603323
Erysipelothrix,1.2526281704801887e-05,1647
Shimwellia,1.2526281704801887e-05,1335483
Olsenella,1.2526281704801887e-05,133925
Arabiibacter,1.2526281704801887e-05,2005386
Cohnella,1.2526281704801887e-05,329857
Phascolarctobacterium,1.1899967619561793e-05,33024
Desulforamulus,1.1899967619561793e-05,2916693
Megasphaera,1.1899967619561793e-05,906
Crassaminicella,1.1899967619561793e-05,1848399
Atlantibacter,1.1899967619561793e-05,1903434
Actinobacillus,1.1899967619561793e-05,713
Caldicellulosiruptor,1.1273653534321698e-05,44000
Listeria,1.1273653534321698e-05,1637
Actinomyces,1.1273653534321698e-05,1654
Mycobacterium,1.1273653534321698e-05,1763
Bordetella,1.1273653534321698e-05,517
Cellulosilyticum,1.1273653534321698e-05,698776
Mesorhizobium,1.1273653534321698e-05,68287
Sulfurovum,1.1273653534321698e-05,265570
Macrococcus,1.1273653534321698e-05,69965
Candidatus Formimonas,1.1273653534321698e-05,2840454
Sorangium,1.0647339449081604e-05,39643
Mahella,1.0647339449081604e-05,252965
Pedobacter,1.0647339449081604e-05,84567
Adhaeribacter,1.002102536384151e-05,299566
Variovorax,1.002102536384151e-05,34072
Synechococcus,1.002102536384151e-05,1129
Lysinibacillus,1.002102536384151e-05,400634
Dickeya,1.002102536384151e-05,204037
Anaerotignum,1.002102536384151e-05,2039240
Nitrosomonas,1.002102536384151e-05,914
Deinococcus,1.002102536384151e-05,1298
Oscillibacter,1.002102536384151e-05,459786
Caproiciproducens,9.394711278601415e-06,1738645
Scandinavium,9.394711278601415e-06,2726810
Devriesea,9.394711278601415e-06,472568
Yersinia,9.394711278601415e-06,629
Brachyspira,9.394711278601415e-06,29521
Agrobacterium,9.394711278601415e-06,357
Iocasia,9.394711278601415e-06,2899804
Alkaliphilus,8.76839719336132e-06,114627
Jeotgalibaca,8.76839719336132e-06,1470540
Monoglobus,8.76839719336132e-06,2039302
Pseudescherichia,8.76839719336132e-06,2055880
Vagococcus,8.76839719336132e-06,2737
Acetobacterium,8.76839719336132e-06,33951
Xanthomonas,8.76839719336132e-06,338
Thermophilibacter,8.76839719336132e-06,2847307
Sediminispirochaeta,8.76839719336132e-06,1911556
Caproicibacter,8.76839719336132e-06,2576755
Sphingobacterium,8.76839719336132e-06,28453
Vallitalea,8.76839719336132e-06,1348611
Pseudoalteromonas,8.76839719336132e-06,53246
Leptospira,8.76839719336132e-06,171
Anaerotruncus,8.142083108121226e-06,244127
Fictibacillus,8.142083108121226e-06,1329200
Xenorhabdus,8.142083108121226e-06,626
Chitinophaga,8.142083108121226e-06,79328
Brenneria,8.142083108121226e-06,71655
Nocardioides,8.142083108121226e-06,1839
Odoribacter,8.142083108121226e-06,283168
Rossellomorea,8.142083108121226e-06,2837508
Dehalobacterium,7.5157690228811326e-06,51514
Campylobacter,7.5157690228811326e-06,194
Gimesia,7.5157690228811326e-06,1649453
Thermoanaerobacterium,7.5157690228811326e-06,28895
Spirosoma,7.5157690228811326e-06,107
Aneurinibacillus,7.5157690228811326e-06,55079
Capnocytophaga,6.889454937641038e-06,1016
Phytobacter,6.889454937641038e-06,447792
Methanosarcina,6.889454937641038e-06,2207
Raoultibacter,6.889454937641038e-06,1926677
Pectobacterium,6.889454937641038e-06,122277
Megamonas,6.889454937641038e-06,158846
Microbulbifer,6.263140852400944e-06,48073
Natronobiforma,6.263140852400944e-06,2174848
Achromobacter,6.263140852400944e-06,222
Ethanoligenens,6.263140852400944e-06,253238
Priestia,6.263140852400944e-06,2800373
Flaviflexus,6.263140852400944e-06,1522056
Brucella,6.263140852400944e-06,234
Hymenobacter,6.263140852400944e-06,89966
Methylomusa,6.263140852400944e-06,2093783
Geosporobacter,6.263140852400944e-06,390805
Veillonella,6.263140852400944e-06,29465
Natranaerobius,6.263140852400944e-06,375928
Loigolactobacillus,6.263140852400944e-06,2767889
Sebaldella,6.263140852400944e-06,32068
Marinomonas,6.263140852400944e-06,28253
Dehalococcoides,6.263140852400944e-06,61434
Leifsonia,6.263140852400944e-06,110932
Terrisporobacter,6.263140852400944e-06,1505652
Paraprevotella,6.263140852400944e-06,577309
Ezakiella,6.263140852400944e-06,1582879
Symbiopectobacterium,5.636826767160849e-06,801
Pectinatus,5.636826767160849e-06,864
Dissulfurispira,5.636826767160849e-06,2811506
Mucilaginibacter,5.636826767160849e-06,423349
Desulfoluna,5.636826767160849e-06,497721
Exiguobacterium,5.636826767160849e-06,33986
Faecalibaculum,5.636826767160849e-06,1729679
Providencia,5.636826767160849e-06,586
Desulfitobacterium,5.636826767160849e-06,36853
Peptacetobacter,5.636826767160849e-06,2743582
Chondromyces,5.636826767160849e-06,50
Pseudodesulfovibrio,5.636826767160849e-06,2035811
Paracoccus,5.636826767160849e-06,265
Devosia,5.636826767160849e-06,46913
Pseudonocardia,5.636826767160849e-06,1847
Altererythrobacter,5.636826767160849e-06,361177
Fulvivirga,5.636826767160849e-06,396811
Salinibacterium,5.636826767160849e-06,235888
Phyllobacterium,5.010512681920755e-06,28100
Rubrobacter,5.010512681920755e-06,42255
Persicimonas,5.010512681920755e-06,2766927
Polynucleobacter,5.010512681920755e-06,44013
Gilvimarinus,5.010512681920755e-06,940550
Chloroflexus,5.010512681920755e-06,1107
Collimonas,5.010512681920755e-06,202907
Gracilibacillus,5.010512681920755e-06,74385
Rhodoferax,5.010512681920755e-06,28065
Desulfonema,5.010512681920755e-06,45654
Desulfoscipio,5.010512681920755e-06,2867376
Halothermothrix,5.010512681920755e-06,32636
Weizmannia,5.010512681920755e-06,2817139
Novosphingobium,5.010512681920755e-06,165696
Mixta,5.010512681920755e-06,2100764
Nostoc,5.010512681920755e-06,1177
Sulfitobacter,5.010512681920755e-06,60136
Komagataeibacter,5.010512681920755e-06,1434011
Dehalobacter,5.010512681920755e-06,56112
Amniculibacterium,5.010512681920755e-06,2715289
Pontibacter,5.010512681920755e-06,323449
Carnobacterium,5.010512681920755e-06,2747
Leptotrichia,5.010512681920755e-06,32067
Aureimonas,5.010512681920755e-06,414371
Curtobacterium,5.010512681920755e-06,2034
Kozakia,5.010512681920755e-06,153497
Undibacterium,4.38419859668066e-06,401469
Alicyclobacillus,4.38419859668066e-06,29330
Pandoraea,4.38419859668066e-06,93217
Massilia,4.38419859668066e-06,149698
Kroppenstedtia,4.38419859668066e-06,1274351
Coprobacter,4.38419859668066e-06,1348911
Longicatena,4.38419859668066e-06,1918536
Gudongella,4.38419859668066e-06,2692382
Aromatoleum,4.38419859668066e-06,551759
Geobacter,4.38419859668066e-06,28231
Natrinema,4.38419859668066e-06,88723
Levilactobacillus,4.38419859668066e-06,2767886
Neptunomonas,4.38419859668066e-06,75687
Ferrimonas,4.38419859668066e-06,44011
Dongshaea,4.38419859668066e-06,2802288
Stenotrophomonas,4.38419859668066e-06,40323
Aquicella,4.38419859668066e-06,254245
Bartonella,4.38419859668066e-06,773
Labrys,4.38419859668066e-06,204476
Tessaracoccus,4.38419859668066e-06,72763
Gordonia,4.38419859668066e-06,2053
Rhodococcus,4.38419859668066e-06,1827
Brevibacterium,4.38419859668066e-06,1696
Pontibacillus,4.38419859668066e-06,289201
Parageobacillus,4.38419859668066e-06,1906945
Microvirga,4.38419859668066e-06,186650
Thalassolituus,4.38419859668066e-06,187492
Stutzerimonas,4.38419859668066e-06,2901164
Solitalea,4.38419859668066e-06,929509
Ferrovibrio,4.38419859668066e-06,1231242
Methanohalophilus,4.38419859668066e-06,2175
Zymobacter,4.38419859668066e-06,33073
Ruminiclostridium,4.38419859668066e-06,1508657
Edwardsiella,4.38419859668066e-06,635
Pelagovum,4.38419859668066e-06,2795377
Aestuarium,4.38419859668066e-06,2820509
Photobacterium,4.38419859668066e-06,657
Gulosibacter,3.7578845114405663e-06,256818
Thalassotalea,3.7578845114405663e-06,1518149
Phytohabitans,3.7578845114405663e-06,907364
Crocosphaera,3.7578845114405663e-06,263510
Granulicella,3.7578845114405663e-06,940557
Alkalibacter,3.7578845114405663e-06,274470
Kushneria,3.7578845114405663e-06,504090
Rhodoluna,3.7578845114405663e-06,529883
Gemmata,3.7578845114405663e-06,113
Maribacter,3.7578845114405663e-06,252356
Gluconobacter,3.7578845114405663e-06,441
Morganella,3.7578845114405663e-06,581
Myroides,3.7578845114405663e-06,76831
Apibacter,3.7578845114405663e-06,1778601
Phototrophicus,3.7578845114405663e-06,2922426
Polaribacter,3.7578845114405663e-06,52959
Shewanella,3.7578845114405663e-06,22
Mammaliicoccus,3.7578845114405663e-06,2803850
Methylobacterium,3.7578845114405663e-06,407
Acidaminococcus,3.7578845114405663e-06,904
Ureibacillus,3.7578845114405663e-06,160795
Kurthia,3.7578845114405663e-06,1649
Micavibrio,3.7578845114405663e-06,213485
Helicobacter,3.7578845114405663e-06,209
Ralstonia,3.7578845114405663e-06,48736
Salidesulfovibrio,3.7578845114405663e-06,2950010
Neobacillus,3.7578845114405663e-06,2675232
Terribacillus,3.7578845114405663e-06,459532
Neisseria,3.7578845114405663e-06,482
Pseudoxanthomonas,3.7578845114405663e-06,83618
Peptoniphilus,3.7578845114405663e-06,162289
Paucilactobacillus,3.7578845114405663e-06,2767890
Haemophilus,3.131570426200472e-06,724
Mangrovivirga,3.131570426200472e-06,2858886
Elizabethkingia,3.131570426200472e-06,308865
Algoriphagus,3.131570426200472e-06,246875
Granulosicoccus,3.131570426200472e-06,437504
Aquibium,3.131570426200472e-06,2911176
Nitrobacter,3.131570426200472e-06,911
Advenella,3.131570426200472e-06,290425
Sutterella,3.131570426200472e-06,40544
Salinimonas,3.131570426200472e-06,288793
Candidatus Sulfidibacterium,3.131570426200472e-06,2923290
Gemmatimonas,3.131570426200472e-06,173479
Methylomonas,3.131570426200472e-06,416
Lysobacter,3.131570426200472e-06,68
Acetobacter,3.131570426200472e-06,434
Candidatus Blochmannia,3.131570426200472e-06,203804
Olleya,3.131570426200472e-06,336276
Sphingobium,3.131570426200472e-06,165695
Moritella,3.131570426200472e-06,58050
Celerinatantimonas,3.131570426200472e-06,412033
Sarcina,3.131570426200472e-06,1266
Candidatus Promineofilum,3.131570426200472e-06,1988031
Desulforapulum,3.131570426200472e-06,2904687
Geomonas,3.131570426200472e-06,2651583
Intestinibaculum,3.131570426200472e-06,2679910
Lentilactobacillus,3.131570426200472e-06,2767893
Lancefieldella,3.131570426200472e-06,2767353
Parafannyhessea,3.131570426200472e-06,2847312
Fructilactobacillus,3.131570426200472e-06,2767881
Pelosinus,3.131570426200472e-06,365348
Thermoclostridium,3.131570426200472e-06,2304691
Bythopirellula,3.131570426200472e-06,1400386
Iodobacter,3.131570426200472e-06,32014
Schnuerera,3.131570426200472e-06,2794837
Halanaerobium,3.131570426200472e-06,2330
Telmatocola,3.131570426200472e-06,1382832
Gracilinema,3.131570426200472e-06,2951106
Gelria,3.131570426200472e-06,189326
Ndongobacter,3.131570426200472e-06,1930845
Moorella,3.131570426200472e-06,44260
Desulfosporosinus,3.131570426200472e-06,79206
Gemella,3.131570426200472e-06,1378
Rummeliibacillus,3.131570426200472e-06,648802
Fluviibacter,3.131570426200472e-06,2808942
Thermus,3.131570426200472e-06,270
Jonquetella,3.131570426200472e-06,428711
Cloacibacillus,3.131570426200472e-06,508459
Mycetocola,3.131570426200472e-06,76634
Janibacter,3.131570426200472e-06,53457
Haloterrigena,3.131570426200472e-06,121871
Verrucomicrobium,3.131570426200472e-06,2735
Saccharothrix,3.131570426200472e-06,2071
Niallia,3.131570426200472e-06,2837506
Jeotgalicoccus,3.131570426200472e-06,227979
Maioricimonas,3.131570426200472e-06,2795777
Salimicrobium,3.131570426200472e-06,351195
Thermoanaerobacter,2.5052563409603774e-06,1754
Granulicatella,2.5052563409603774e-06,117563
Anoxybacter,2.5052563409603774e-06,1769008
Lignipirellula,2.5052563409603774e-06,2795775
Caulifigura,2.5052563409603774e-06,2795778
Bremerella,2.5052563409603774e-06,2714594
Schleiferilactobacillus,2.5052563409603774e-06,2767891
Snodgrassella,2.5052563409603774e-06,1193515
Thermanaerosceptrum,2.5052563409603774e-06,2651578
Paraglaciecola,2.5052563409603774e-06,1621534
Ensifer,2.5052563409603774e-06,106591
Legionella,2.5052563409603774e-06,445
Coxiella,2.5052563409603774e-06,776
Renibacterium,2.5052563409603774e-06,1645
Halioglobus,2.5052563409603774e-06,1217416
Paenarthrobacter,2.5052563409603774e-06,1742992
Pseudarthrobacter,2.5052563409603774e-06,1742993
Haloprofundus,2.5052563409603774e-06,1911573
Xylella,2.5052563409603774e-06,2370
Amycolatopsis,2.5052563409603774e-06,1813
Saccharopolyspora,2.5052563409603774e-06,1835
Streptobacillus,2.5052563409603774e-06,34104
Mogibacterium,2.5052563409603774e-06,86331
Candidatus Planktophila,2.5052563409603774e-06,622681
Slackia,2.5052563409603774e-06,84108
Cetobacterium,2.5052563409603774e-06,180162
Pseudoclostridium,2.5052563409603774e-06,2304693
Solibaculum,2.5052563409603774e-06,2842531
Marinobacter,2.5052563409603774e-06,2742
Halopseudomonas,2.5052563409603774e-06,2901189
Terricaulis,2.5052563409603774e-06,2768684
Leadbettera,2.5052563409603774e-06,2951107
Arsenophonus,2.5052563409603774e-06,637
Romboutsia,2.5052563409603774e-06,1501226
Acidithiobacillus,2.5052563409603774e-06,119977
Polycladomyces,2.5052563409603774e-06,1348505
Gottschalkia,2.5052563409603774e-06,1505664
Antarcticibacterium,2.5052563409603774e-06,2058174
Syntrophotalea,2.5052563409603774e-06,2812025
Aquimarina,2.5052563409603774e-06,290174
Cupriavidus,2.5052563409603774e-06,106589
Winogradskyella,2.5052563409603774e-06,286104
Dialister,2.5052563409603774e-06,39948
Psychroflexus,2.5052563409603774e-06,83612
Maribellus,2.5052563409603774e-06,2678352
Muribaculum,2.5052563409603774e-06,1918540
Barnesiella,2.5052563409603774e-06,397864
Aliarcobacter,2.5052563409603774e-06,2321111
Ferribacterium,2.5052563409603774e-06,88875
Desulfobacter,2.5052563409603774e-06,2289
Ktedonosporobacter,2.5052563409603774e-06,2692417
Desulfobacula,2.5052563409603774e-06,28222
Oscillatoria,2.5052563409603774e-06,1158
Nitrogeniibacter,2.5052563409603774e-06,2891294
Nocardiopsis,1.8789422557202831e-06,2013
Nitrospira,1.8789422557202831e-06,1234
Thermodesulfovibrio,1.8789422557202831e-06,28261
Pseudoleptotrichia,1.8789422557202831e-06,2755140
Tenacibaculum,1.8789422557202831e-06,104267
Ketobacter,1.8789422557202831e-06,2025617
Natronoglycomyces,1.8789422557202831e-06,2838311
Salinispora,1.8789422557202831e-06,168694
Cobetia,1.8789422557202831e-06,204286
Formosa,1.8789422557202831e-06,225842
Leeuwenhoekiella,1.8789422557202831e-06,283735
Changchengzhania,1.8789422557202831e-06,2049301
Aliivibrio,1.8789422557202831e-06,511678
Salegentibacter,1.8789422557202831e-06,143222
Desulfosediminicola,1.8789422557202831e-06,2886823
Frankia,1.8789422557202831e-06,1854
Methylocystis,1.8789422557202831e-06,133
Bosea,1.8789422557202831e-06,85413
Sodaliphilus,1.8789422557202831e-06,2815786
Neorhizobium,1.8789422557202831e-06,1525371
Sulfuritortus,1.8789422557202831e-06,1938335
Methanosphaera,1.8789422557202831e-06,2316
Methanobrevibacter,1.8789422557202831e-06,2172
Thioalkalivibrio,1.8789422557202831e-06,106633
Pseudogulbenkiania,1.8789422557202831e-06,568394
Methanococcoides,1.8789422557202831e-06,2225
Duncaniella,1.8789422557202831e-06,2518495
Kocuria,1.8789422557202831e-06,57493
Dechloromonas,1.8789422557202831e-06,73029
Cohaesibacter,1.8789422557202831e-06,655352
Mannheimia,1.8789422557202831e-06,75984
Paraoerskovia,1.8789422557202831e-06,665568
Martelella,1.8789422557202831e-06,293088
Propionibacterium,1.8789422557202831e-06,1743
Aeromicrobium,1.8789422557202831e-06,2040
Porphyromonas,1.8789422557202831e-06,836
Trueperella,1.8789422557202831e-06,1069494
Anaerolinea,1.8789422557202831e-06,233189
Fuscovulum,1.8789422557202831e-06,2818469
Hathewaya,1.8789422557202831e-06,1769729
Halobacteroides,1.8789422557202831e-06,42417
Proteus,1.8789422557202831e-06,583
Solibacillus,1.8789422557202831e-06,648800
Desulfovibrio,1.8789422557202831e-06,872
Murdochiella,1.8789422557202831e-06,1161127
Thermogutta,1.8789422557202831e-06,1676125
Anaerococcus,1.8789422557202831e-06,165779
Koleobacter,1.8789422557202831e-06,2786989
Tannockella,1.8789422557202831e-06,2943184
Desulfuromonas,1.8789422557202831e-06,890
Polystyrenella,1.8789422557202831e-06,2795774
Floricoccus,1.8789422557202831e-06,1930830
Abiotrophia,1.8789422557202831e-06,46123
Plesiomonas,1.8789422557202831e-06,702
Jeotgalibacillus,1.8789422557202831e-06,157226
Sediminibacillus,1.8789422557202831e-06,482460
Geobacillus,1.8789422557202831e-06,129337
Fibrobacter,1.8789422557202831e-06,832
Granulibacter,1.8789422557202831e-06,364409
Melioribacter,1.8789422557202831e-06,1134403
Kordiimonas,1.8789422557202831e-06,288021
Azospirillum,1.8789422557202831e-06,191
Poseidonibacter,1.8789422557202831e-06,2321187
Acaryochloris,1.8789422557202831e-06,155977
Helcococcus,1.8789422557202831e-06,31983
Candidatus Riesia,1.8789422557202831e-06,401618
Syntrophothermus,1.8789422557202831e-06,129001
Ewingella,1.8789422557202831e-06,41201
Desulfofarcimen,1.8789422557202831e-06,2282742
Kaistella,1.8789422557202831e-06,2782231
Delftia,1.8789422557202831e-06,80865
Myxococcus,1.8789422557202831e-06,32
Hydrogenophaga,1.8789422557202831e-06,47420
Anabaena,1.8789422557202831e-06,1163
Syntrophomonas,1.8789422557202831e-06,862
Yoonia,1.2526281704801887e-06,2211641
Halolamina,1.2526281704801887e-06,1075397
Paremcibacter,1.2526281704801887e-06,2813804
Candidatus Puniceispirillum,1.2526281704801887e-06,767891
Salinispira,1.2526281704801887e-06,1616789
Mariprofundus,1.2526281704801887e-06,377315
Candidatus Ichthyocystis,1.2526281704801887e-06,2929841
Sideroxydans,1.2526281704801887e-06,314343
Oceanispirochaeta,1.2526281704801887e-06,2035349
Methanosalsum,1.2526281704801887e-06,196136
Methanocorpusculum,1.2526281704801887e-06,2192
Methanospirillum,1.2526281704801887e-06,2202
Caminibacter,1.2526281704801887e-06,191301
Serpentinimonas,1.2526281704801887e-06,2490452
Breznakiella,1.2526281704801887e-06,2845254
Chromobacterium,1.2526281704801887e-06,535
Methanotorris,1.2526281704801887e-06,196119
Pontivivens,1.2526281704801887e-06,1844015
Desulfurispirillum,1.2526281704801887e-06,393029
Candidatus Ruthia,1.2526281704801887e-06,1541743
Sedimentisphaera,1.2526281704801887e-06,2483368
Urbifossiella,1.2526281704801887e-06,2807415
Sphingopyxis,1.2526281704801887e-06,165697
Dinoroseobacter,1.2526281704801887e-06,309512
Methylovirgula,1.2526281704801887e-06,1156568
Acidobacterium,1.2526281704801887e-06,33973
Orrella,1.2526281704801887e-06,1921582
Terriglobus,1.2526281704801887e-06,392733
Desulfohalobium,1.2526281704801887e-06,45662
Qipengyuania,1.2526281704801887e-06,1855416
Waddlia,1.2526281704801887e-06,71666
Candidatus Velamenicoccus,1.2526281704801887e-06,2789201
Diaphorobacter,1.2526281704801887e-06,238749
Chloracidobacterium,1.2526281704801887e-06,458032
Methylibium,1.2526281704801887e-06,316612
Thermosulfidibacter,1.2526281704801887e-06,412592
Pelobacter,1.2526281704801887e-06,18
Desulfurobacterium,1.2526281704801887e-06,64159
Kosmotoga,1.2526281704801887e-06,651456
Planctomyces,1.2526281704801887e-06,118
Phenylobacterium,1.2526281704801887e-06,20
Larkinella,1.2526281704801887e-06,332157
Dysgonomonas,1.2526281704801887e-06,156973
Schaalia,1.2526281704801887e-06,2529408
Dolosigranulum,1.2526281704801887e-06,29393
Rouxiella,1.2526281704801887e-06,1565532
Salisediminibacterium,1.2526281704801887e-06,1434042
Photorhabdus,1.2526281704801887e-06,29487
Lederbergia,1.2526281704801887e-06,2804231
Fannyhessea,1.2526281704801887e-06,2767327
Salicibibacter,1.2526281704801887e-06,2685905
Thermobifida,1.2526281704801887e-06,83677
Runella,1.2526281704801887e-06,105
Hahella,1.2526281704801887e-06,158481
Reinekea,1.2526281704801887e-06,230494
Alkalihalobacillus,1.2526281704801887e-06,2675234
Mesobacillus,1.2526281704801887e-06,2675231
Microlunatus,1.2526281704801887e-06,29404
Buchnera,1.2526281704801887e-06,32199
Streptomonospora,1.2526281704801887e-06,104204
Spartinivicinus,1.2526281704801887e-06,2768738
Tepidibacter,1.2526281704801887e-06,214904
Heliomicrobium,1.2526281704801887e-06,2831443
Rhodocytophaga,1.2526281704801887e-06,455076
Rufibacter,1.2526281704801887e-06,1379908
Filimonas,1.2526281704801887e-06,649460
Arachidicoccus,1.2526281704801887e-06,1769012
Peptoclostridium,1.2526281704801887e-06,1481960
Serpentinicella,1.2526281704801887e-06,1890059
Actinomadura,1.2526281704801887e-06,1988
Paraclostridium,1.2526281704801887e-06,1849822
Caloramator,1.2526281704801887e-06,44258
Thermanaeromonas,1.2526281704801887e-06,202949
Ornithobacterium,1.2526281704801887e-06,28250
Candidatus Hamiltonella,1.2526281704801887e-06,568987
Denitrobacterium,1.2526281704801887e-06,79603
Endozoicomonas,1.2526281704801887e-06,305899
Dyadobacter,1.2526281704801887e-06,120831
Citricoccus,1.2526281704801887e-06,169133
Spiroplasma,1.2526281704801887e-06,2132
Finegoldia,1.2526281704801887e-06,150022
Caldalkalibacillus,1.2526281704801887e-06,379065
Caldilinea,1.2526281704801887e-06,233191
Pasteurella,1.2526281704801887e-06,745
Tissierella,1.2526281704801887e-06,41273
Candidatus Phytoplasma,1.2526281704801887e-06,33926
Leucobacter,1.2526281704801887e-06,55968
Aggregatibacter,1.2526281704801887e-06,416916
Rippkaea,1.2526281704801887e-06,2546365
Moraxella,1.2526281704801887e-06,475
Staphylospora,1.2526281704801887e-06,2689589
Pseudoclavibacter,1.2526281704801887e-06,255204
Viridibacillus,1.2526281704801887e-06,496496
Methylotuvimicrobium,1.2526281704801887e-06,2822410
Francisella,1.2526281704801887e-06,262
